id,name,box_art_url,igdb_id
250649084,Silent Hill 2,https://static-cdn.jtvnw.net/ttv-boxart/250649084_IGDB-{width}x{height}.jpg,222341
1464410789,Tanggle,https://static-cdn.jtvnw.net/ttv-boxart/1464410789_IGDB-{width}x{height}.jpg,280489
18703,God of War III,https://static-cdn.jtvnw.net/ttv-boxart/18703_IGDB-{width}x{height}.jpg,499
962571700,Stocks,https://static-cdn.jtvnw.net/ttv-boxart/962571700_IGDB-{width}x{height}.jpg,364990
110758,The Legend of Zelda: Breath of the Wild,https://static-cdn.jtvnw.net/ttv-boxart/110758_IGDB-{width}x{height}.jpg,7346
504651,MARVEL Strike Force,https://static-cdn.jtvnw.net/ttv-boxart/504651_IGDB-{width}x{height}.jpg,76164
489776,Fallout 4,https://static-cdn.jtvnw.net/ttv-boxart/489776_IGDB-{width}x{height}.jpg,9630
1089655891,PERSONA3 RELOAD,https://static-cdn.jtvnw.net/ttv-boxart/1089655891_IGDB-{width}x{height}.jpg,252647
460636,Bloodborne,https://static-cdn.jtvnw.net/ttv-boxart/460636_IGDB-{width}x{height}.jpg,7334
515479,Sons of the Forest,https://static-cdn.jtvnw.net/ttv-boxart/515479_IGDB-{width}x{height}.jpg,127346
11282,FINAL FANTASY VIII,https://static-cdn.jtvnw.net/ttv-boxart/11282_IGDB-{width}x{height}.jpg,425
1143686580,Gamble With Your Friends,https://static-cdn.jtvnw.net/ttv-boxart/1143686580_IGDB-{width}x{height}.jpg,361027
12482,The Legend of Zelda: Majora's Mask,https://static-cdn.jtvnw.net/ttv-boxart/12482_IGDB-{width}x{height}.jpg,1030
807698152,Thief Gold,https://static-cdn.jtvnw.net/ttv-boxart/807698152_IGDB-{width}x{height}.jpg,9227
1515015750,Strinova,https://static-cdn.jtvnw.net/ttv-boxart/1515015750_IGDB-{width}x{height}.jpg,260136
29143,Catherine,https://static-cdn.jtvnw.net/ttv-boxart/29143_IGDB-{width}x{height}.jpg,2151
511009,Space Haven,https://static-cdn.jtvnw.net/ttv-boxart/511009_IGDB-{width}x{height}.jpg,103246
493081,Granblue Fantasy: Relink,https://static-cdn.jtvnw.net/ttv-boxart/493081_IGDB-{width}x{height}.jpg,22788
519291,Black Myth: Wukong,https://static-cdn.jtvnw.net/ttv-boxart/519291_IGDB-{width}x{height}.jpg,136879
24239,Super Mario Galaxy 2,https://static-cdn.jtvnw.net/ttv-boxart/24239_IGDB-{width}x{height}.jpg,1078
457975278,PokeMMO,https://static-cdn.jtvnw.net/ttv-boxart/457975278_IGDB-{width}x{height}.jpg,127976
511701,Ready or Not,https://static-cdn.jtvnw.net/ttv-boxart/511701_IGDB-{width}x{height}.jpg,28489
19490,Quake Live,https://static-cdn.jtvnw.net/ttv-boxart/19490_IGDB-{width}x{height}.jpg,6578
27103,Sid Meier's Civilization V,https://static-cdn.jtvnw.net/ttv-boxart/27103_IGDB-{width}x{height}.jpg,866
920052797,Thank You For Your Application,https://static-cdn.jtvnw.net/ttv-boxart/920052797_IGDB-{width}x{height}.jpg,312791
488910,American Truck Simulator,https://static-cdn.jtvnw.net/ttv-boxart/488910_IGDB-{width}x{height}.jpg,9667
496902,Slay the Spire,https://static-cdn.jtvnw.net/ttv-boxart/496902_IGDB-{width}x{height}.jpg,40477
376500771,Hades II,https://static-cdn.jtvnw.net/ttv-boxart/376500771_IGDB-{width}x{height}.jpg,228525
518764,Kukoro: Stream Chat Games,https://static-cdn.jtvnw.net/ttv-boxart/518764_IGDB-{width}x{height}.jpg,137372
2090279789,FINAL FANTASY XVI,https://static-cdn.jtvnw.net/ttv-boxart/2090279789_IGDB-{width}x{height}.jpg,31551
1337444628,Call of Duty: Modern Warfare III,https://static-cdn.jtvnw.net/ttv-boxart/1337444628-{width}x{height}.jpg,260780
520083701,RISK: The Game of Global Domination,https://static-cdn.jtvnw.net/ttv-boxart/520083701_IGDB-{width}x{height}.jpg,146155
1370778725,Blasphemous II,https://static-cdn.jtvnw.net/ttv-boxart/1370778725_IGDB-{width}x{height}.jpg,165390
24438,MU Online,https://static-cdn.jtvnw.net/ttv-boxart/24438_IGDB-{width}x{height}.jpg,26359
1174942814,Broken Arrow,https://static-cdn.jtvnw.net/ttv-boxart/1174942814_IGDB-{width}x{height}.jpg,147187
717368416,Flick Shot Rogues,https://static-cdn.jtvnw.net/ttv-boxart/717368416_IGDB-{width}x{height}.jpg,250762
687499288,Assetto Corsa Rally,https://static-cdn.jtvnw.net/ttv-boxart/687499288_IGDB-{width}x{height}.jpg,374104
